   ,TELEPULES,LEIRO_FID,GEOM_FIDS,ANYAG,MERET,HOSSZ,HIBA_DB
1222,fertoszentmiklos,52521,1442079;1442084;1442089;1442090;1442096;1442101;1442102;1442108;1442114;1442115;1442121;1442126;1442262;65724237;65724238,kpe,110,197.7500,1
1223,fertoszentmiklos,52522,407245,ac,200,12.5200,
1224,fertoszentmiklos,52523,1438946;1438947;1440652;1441558;1441559;2855852;2855853;83871396;83871397,kpe,200,100.5900,
1225,fertoszentmiklos,52524,1440589;1440606;1443063;1443081;1443110;1443116;1443135;1443141;1443142;1443157;1443201;1443585;1443590;1443591;1443597;1443602;1443603;1443610;1443615;1443622;1443627;1443628;1443633;1443634;1443640;1443646;1443647;1443654;1443659;1443660;1443665;1443666;1443671;1443672;1443677;1443678;1443684;1443689;1443690;1443696;1443697;1443702;1443703;1443708;1443709;1443714;1443715;1443720;1443721;1443726;1443727;1443732;1443733;1443739;1443745;1444461;1444462;1445746;1445747;2857281;2857282;8176497;8176498;69043069;69043070;69043088;69043089,kpe,110,530.4500,
1226,fertoszentmiklos,52525,1438219;1440892;1440898;43691196;43691197,kpe,200,117.0900,
1227,fertoszentmiklos,52526,2857408;2857409,ac,200,45.5900,
1228,fertoszentmiklos,52527,1437516;1440851;1440856;1440861;1440866;2857565;2857566,kpe,110,164.7200,
1229,fertoszentmiklos,52670,1437460;1439104;1442342;1442343;2856754;2856755,ac,150,256.9000,
1230,fertoszentmiklos,52672,1442450;1442455;1442462;1442463;1442468;1442474;1442475;1442481;1442482;1442488;1442494;1442495;1442500;2856206;2856207,ac,100,166.6400,
1231,fertoszentmiklos,52673,407200,ac,100,2.5000,
1232,fertoszentmiklos,52674,1440721;1444521;1445564;1445565;1445570;1445571;1445576;1445577;1445582;1445583;1445589;1445594;1445595;2857274;2857275,ac,80,154.9300,
1233,fertoszentmiklos,52675,1440713;1444279;1445025;1445026;1445037;1445044;1445045;1445051;1445600;1445601;1445607;1445612;1445613;1445620;1445625;1445626;1445631;1445632;1445637;1445638;1445818;2857115;2857116;13608939;53222796;53222797,ac,80,283.4300,1
1234,fertoszentmiklos,52677,1437059;1438915;1439110;1439115;1440692;1446246;1446251;1446252;1446259;1446271;1446277;1446282;1446283;2855687;2855688;2857499;2857500,kpe,110,405.8400,12
1235,fertoszentmiklos,52682,1440247;1440248,kpe,110,55.2800,
1236,fertoszentmiklos,52683,1440251;1440256;1440262;1443970;1443971;1443982;2855727;2855728,kpe,110,126.6300,
1237,fertoszentmiklos,52687,1444273;1444274;2857082;2857083,kpe,110,38.1900,
1238,fertoszentmiklos,52711,1440563;2857230;2857231;2857236;2857237,kpe,90,155.2600,
1239,fertoszentmiklos,53592,1441332;1444144;1444145;1444149;1444150,kpe,90,125.1500,
1240,fertoszentmiklos,53593,1441346;1444129;1444134;1444138;1444397;1444398;2855624;2855625,kpe,90,64.6300,
1241,fertoszentmiklos,53596,1441420;1443015;1443016;2856501;2856502,ac,80,43.9400,
1242,fertoszentmiklos,53597,1439119;1439124;1439130;1439131;1439142;1439143;1444403;1444404,kpe,110,91.0500,
1243,fertoszentmiklos,53599,1445203;1446124;1446130;1446136;1446143;1446149;1446156;1446162;1446168;1446169;2856038;2856039,kpe,110,168.7100,
1244,fertoszentmiklos,53600,1438527;1439774;1439779;1439785;1439791;80988443;80988444,ac,150,103.3800,
1245,fertoszentmiklos,53602,407044,kpe,200,23.3200,
1246,fertoszentmiklos,53603,1439279;1445650;1445651;1445658;1445664;1445670;1445676;1445682;1445687;1445688;1445693;1445694;1445700;1445706;1445712;1445717;1445724;1445730;1446062;1446074;1446264;1446265;2856561;2856562;2856569;2856570;6269538;6269539;8176458;8176459,kpe,110,523.9300,1
1247,fertoszentmiklos,53604,2856691;2856692,ac,150,88.0900,
1248,fertoszentmiklos,53605,1438159;1438160;1438182;1438462;1438468;1438473;1438474;1438993;1438999;1439004;1439005;1439010;1442536;1442537;2856768;2856769,ac,100,226.8100,
1249,fertoszentmiklos,53607,1438581;1441052;1441057;1441062;1441063;1441069;1441075;1441081;1441086;1441812;1441817;1441818;2856747;2856748;6269603;6269604,ac,150,251.2800,
1250,fertoszentmiklos,53608,1438241;1443454;1443459;1443460;2855858;2855859,ac,100,51.5700,1
1251,fertoszentmiklos,53610,1440881;1440882;1440887;1440888;1441216;1444503;1444504;1445216;1445217,kpe,200,171.9300,4
1252,fertoszentmiklos,53612,2855715;2855716;2855966;2855967,ac,200,34.5000,
1253,fertoszentmiklos,53616,1441981;1443902;6269561;6269562,kpe,110,48.3900,
1254,fertoszentmiklos,53617,1443865;2857130;2857131,kpe,110,48.9400,
1255,fertoszentmiklos,53620,2855873;6269586;6269594;6269595,kpe,110,60.2000,
1256,fertoszentmiklos,53622,1439627;1439628;1439638;1439643;1439648;1439653;1439658;1439663;1441953;1441954;2855739;2855740,ac,80,226.8600,
1257,fertoszentmiklos,53626,2856343;2856344,kpe,90,8.6800,
1258,fertoszentmiklos,55981,1442225;1442230;1442235;1442240;1442246;1442251;1442256;1444926;1444927,ac,150,135.9500,2
1259,fertoszentmiklos,56356,1446174;1446180;1446185;1446190;1446195;1446200;1446201;2855905;40569091;40569092,kpe,110,142.6800,
1260,fertoszentmiklos,56357,1444220;1444226;1444232;1444238;1444239;1444244;1444250;1444255;1444557;1444558;62314230;62314231,kpe,200,271.2200,
1261,fertoszentmiklos,62313,2855885;2855886,kpe,110,15.9400,
1262,fertoszentmiklos,64230,1436858;1439355;1446003;1446004;1446009;1446010;1446016;1446021;1446027;1446028;1446039;1446043;1446044;1446049;1446050;1446055;1446056;2856031;2856032,ac,80,149.2000,
1263,fertoszentmiklos,64231,1439285;2856279;2856280,kpe,200,172.1000,
1264,fertoszentmiklos,64232,1444563;1444567;1444568;6276511;6276512,kpe,200,55.6900,3
1265,fertoszentmiklos,64233,1443414;1444374;1444409;1444444;1444445;1444472;1444492;1444515;1444516;1444545;1444546;2856530;2856591;8176525;8176526;13608913;13608914;28855476;28855477;38963968;38963969,kpe,110,228.6500,
1266,fertoszentmiklos,64234,1439988;1443466;2855865;10339576;10339577;20257357;20257358,ac,100,98.2200,
1267,fertoszentmiklos,64235,20831552;20831553,ac,150,126.2400,
1268,fertoszentmiklos,64236,1438667;1445378;1445379,ac,100,50.8800,
1269,fertoszentmiklos,64237,1437507;2856697;15259072;15259073,ac,150,83.1700,
1270,fertoszentmiklos,64238,2855657;2855663;2855664,kpe,200,22.5000,
1271,fertoszentmiklos,64239,2855694;2855695,kpe,63,12.4500,
1272,fertoszentmiklos,64240,1438590;1438609;1438614;1438619;1438629;1440541;1440994;1441008;1441009;1441022;1441027;1441033;1441045;1441046;1441855;1441856;1441862;1441867;1441873;1441874;1441879;1441880;1441885;1441886;1441891;1441892;1441898;1441903;1441904;1441909;1441915;1441916;1444478;1444479;1444526;1444527;1445740;1445741;2856296;2856297;6269524;6269525,ac,150,459.3900,
1273,fertoszentmiklos,64241,1439802;1439803;1444551;1444552;1444791;1444792,ac,150,106.0700,
1274,fertoszentmiklos,64242,1437903;1437915;1439016;1439017;1439021;1439027;1439033;1439039;1439045;1439051;1439057;1439063;1439064;1439069;1439081;1439082;1439087;1440363;1440369;1440375;1440382;1440387;1440388;1440393;1440399;1440405;1440406;1440411;1440426;1442529;1442530;1444509;1444510;2856685;2856686;38963992;38963993,ac,100,424.5000,2
1275,fertoszentmiklos,64243,1439760;1439765;1439769;1439770;2856452;2856453,ac,150,89.3400,
1276,fertoszentmiklos,64244,1437788;1437793;1443977;1444361;1444362,kpe,160,1215.5600,
1277,fertoszentmiklos,64245,1439673;1439681;1440168;1440185;1440192;1442148;1442149;1442153;1442154;1442159;1442165;1442166;1442171;1442172;1442177;1442178;1442183;1442190;1442191;1442197;1442198;1442203;1442204;1442210;1442211;2855745;2855746,ac,150,287.0700,1
1278,fertoszentmiklos,64246,1443021;1443026;1443994;2856508;2856509;28855452;28855453,ac,100,185.9300,
1279,fertoszentmiklos,64247,1438254;1444438;1444439;2855925,kpe,110,136.8000,
1280,fertoszentmiklos,64248,1438231;1438962;1443813;1443814,kpe,110,196.6400,
1281,fertoszentmiklos,64249,1440666;1441665;1441666;1441672;1441677;1441682;1441687;1441692;1441697;1441698;2857539;2857540,kpe,110,236.6400,
1282,fertoszentmiklos,64250,1442787;1442796;1442797;1442801;1442802,ac,200,43.8300,
1283,fertoszentmiklos,64251,1440008;1440436;1440442;1440448;1440460;1440461;1440473;1440479;1440491;1440492;1440498;1440504;1440510;1440611;1440619;1440631;1440636;1440637;1441174;1441180;1442523;1442524;6276493;6276494;69043026;69043038;69043039;69724765;69724766;69724903;69724904;79487593;79487602,ac,100,391.5300,
1284,fertoszentmiklos,64370,1438131;1438132;79487549,kpe,200,100.7000,1
1285,fertoszentmiklos,64371,2855916;2855917,a,150,11.5000,
1286,fertoszentmiklos,64372,407160,kpe,160,0.4500,
1287,fertoszentmiklos,64373,1440572;1444264;1444265,kpe,110,85.9800,
1288,fertoszentmiklos,64374,406905,kpe,110,7.6400,
1289,fertoszentmiklos,64375,2856108;2856109;2857506;2857507,kpe,110,155.6300,
1290,fertoszentmiklos,64376,1441718;1441724;1441736;1441737;1441748;1441749;1441754;1441760;1441772;1441773;1441780;1441786;1441787;1441798;1441804;1441805;1442294;1442300;1442306;1442312;1442317;1442322;1442327;1442332;1442337;1444533;1444534;2856304;2856305;8176509;8176510,ac,100,349.2500,
1291,fertoszentmiklos,64377,1440940;1440941;1440946;1440952;1440958;1440964;1440970;1440971;1440976;1440982;1440983;1441528;1441533;1441538;1441543;2857444;2857445;27776774,ac,80,265.4600,
1292,fertoszentmiklos,64378,1441573;1441574;1441580;1441585;1441590;1441600;1444379;1444380;2855721;2855722;2855988;2855989,ac,200,181.8300,1
1293,fertoszentmiklos,64379,1443874;1443892;1443897;1443912;1443913;1443918;1443919;1443924;1443925;1443931;1443938;1443943;1443944;1446294;1446295;2856839;2856840;2856854;8176484;8176485,kpe,110,228.2500,
1294,fertoszentmiklos,64380,1438404;1438405;1438411;1439999;1441230;1441235;1441236;1441241;1441247;1441254;1441255;1441260;1441261;1441267;1441268;1441273;1441279;1441283;1441284,kpe,90,198.1500,
1295,fertoszentmiklos,64381,2855879;2855880,a,80,11.2100,
1296,fertoszentmiklos,64382,1437447;1439877;1439878,ac,80,34.6500,
1297,fertoszentmiklos,64383,2856017;2856018,kpe,110,7.9800,
1298,fertoszentmiklos,64384,405990,ac,200,47.2500,
1299,fertoszentmiklos,64960,2855972;2855973,kpe,160,15.1700,
1300,fertoszentmiklos,67009,1438328;1438329;1441326;1441327,kpe,110,32.8500,
1301,fertoszentmiklos,67298,1443177;1443178;1444451;6269568;6269576;6269577,kpe,110,50.3200,
1302,fertoszentmiklos,67302,1437210;1439617;1443999;1444005;1444011;1444017;1444022;1444023,ac,80,122.0500,
1303,fertoszentmiklos,68648,1438224;1445192;1445193,kpe,160,131.5400,
1304,fertoszentmiklos,70718,1437427;1445836;1445837,kpe,110,148.8300,
1305,fertoszentmiklos,70934,2856274;58667533;58667534,ac,250,326.6300,
1306,fertoszentmiklos,71293,1438654;1444881;1444882,kpe,200,67.2000,1
1307,fertoszentmiklos,71298,1445073;1445078;1445187;1445188;2857267;8176471;8176472,kpe,110,178.0600,
1308,fertoszentmiklos,71540,1438146;1438986;1438987;2855769;2855770,kpe,110,218.2200,
1309,fertoszentmiklos,71545,1439215;1443482;1443489;1443495;1443496;1443501;1443502;1443507;1443508;1443514;1443519;1443520;1443525;1443526;1443532;2856440;2856441;2856577;2856578,kpe,110,227.6400,
1310,fertoszentmiklos,71899,405636,kpe,110,48.7800,
1311,fertoszentmiklos,71903,1439200;1443557;1443562;1443563;2856535;2856536,kpe,110,65.0000,
1312,fertoszentmiklos,72030,1442267;1443375;1443380;1443381;1443392;1443393;1443398;1443987;1443988;1444455;1444456;77493525;77493526,kpe,200,249.8000,3
1313,fertoszentmiklos,72567,405571,kpe,110,134.7200,
1314,fertoszentmiklos,72774,1439225;2856846;2856847,kpe,110,96.1000,
1315,fertoszentmiklos,72779,1444774;1444780;1444781;1444786;1444787;2856318;2856319,kpe,110,158.6800,
1316,fertoszentmiklos,72783,1440702;2857102;2857103,kpe,110,278.0700,
1317,fertoszentmiklos,72817,2855752;2855757;2855758,a,150,12.3100,
1318,fertoszentmiklos,75136,1439599;1439603;1439607;1439608,kpe,110,105.7800,
1319,fertoszentmiklos,75184,1438192;1438193;1439623;2856375;2856376,kpe,90,121.7300,
1320,fertoszentmiklos,75313,1445088;1445094;1445100;1445106;1445112;1445118;1445124;1445130;1445136;1445142;1445148;1445153;1445154;1445160;1445165;1445170;1445515;1445516;2856227;2856228,kpe,110,352.9300,1
1321,fertoszentmiklos,75314,1445213;2855674;2855675,kpe,200,44.5800,
1322,fertoszentmiklos,75441,1438136;1438137,kpe,200,35.4300,1
1323,fertoszentmiklos,75446,1440279;1440280;1440286;1440291;1440296;1440301;1440306;1440311;1440547;1440548;1440846;1445221;2855733;2855734;44982685;44982686,kpe,200,290.6500,1
1324,fertoszentmiklos,75476,1439732;1444155;1444156;2856054;2856055,ac,250,621.7200,1
1325,fertoszentmiklos,75862,2855892;2856101;2856102,kpe,200,22.0600,
1326,fertoszentmiklos,4194173,4194172,kpe,200,112.3800,
1327,fertoszentmiklos,10339565,10367825;10367838;27776761;72890740,kpe,110,47.1600,
1328,fertoszentmiklos,10339573,10348406;10367559;10367572;10367586;10367600;10367614;10367628;10367656;10367657;10367670;10367684;10367685,kpe,110,115.2300,
1329,fertoszentmiklos,12574944,12574943,ac,250,614.0300,
1330,fertoszentmiklos,12574955,12574954,ac,250,258.3100,
1331,fertoszentmiklos,13609804,15259252;15259253,kpe,110,79.7100,
1332,fertoszentmiklos,13609814,13609839;14217568;14217569,kpe,110,20.7800,
1333,fertoszentmiklos,27776886,27777121;27777135;27777148;27777149;27777477;27777478,kpe,110,143.8500,
1334,fertoszentmiklos,27776894,27777036;27777050;27777064;27777078;27777397;27777398;27777406;27777407;27777505;27777506,kpe,110,219.8100,
1335,fertoszentmiklos,27776900,27777176;27777177;27777491;27777492,kpe,110,55.9700,
1336,fertoszentmiklos,27776908,27777415;27777416,kpe,110,16.2800,
1337,fertoszentmiklos,27776914,27777191;27777205;27777218;27777219,kpe,110,74.1100,
1338,fertoszentmiklos,27776922,27777247;27777261;27777275;27777303;27777388;27777389;27777424;27777425;27777519;27777520,kpe,110,197.9800,
1339,fertoszentmiklos,27776928,27776927,kpe,110,90.2700,
1340,fertoszentmiklos,28623133,28623162;28623168;28623169,ac,80,84.9800,
1341,fertoszentmiklos,28623142,28623151;28623156;28623157,kpe,110,27.2900,
1342,fertoszentmiklos,32361593,32361739;32361740,kpe,110,0.7300,
1343,fertoszentmiklos,32361601,32361600,kpe,200,2.5600,
1344,fertoszentmiklos,32361610,32361676;32361677;32361748;32361749,kpe,200,38.2700,
1345,fertoszentmiklos,32361618,32981837;32981838,kpe,110,5.2900,
1346,fertoszentmiklos,32361627,32361691;32361704;32361705,kpe,200,30.1700,
1347,fertoszentmiklos,33129455,33129468;33129518;33129553;33129554;83871068;83871107;83871108,kpe,110,81.2500,
1348,fertoszentmiklos,34385793,34385792,ac,200,53.1500,
1349,fertoszentmiklos,49900369,49900381;49900387;49900388,kpe,200,26.9800,1
1350,fertoszentmiklos,72890751,72890750,kpe,110,73.2500,
1351,fertoszentmiklos,72890763,72890780;72890965;72890979;72890993;72891007;72891008,kpe,110,103.8300,
1352,fertoszeplak,53770,1447729;1447736;1448731;1448732;2858153;2858154;77370881;77370914;77370915,ac,100,128.6600,1
1353,fertoszeplak,53771,1447056;1447067;1449334;1449340;2857920;20257406;20257407;38964239;38964240;61953585;61953586;62828197;62828198,kpe,90,529.2500,
1354,fertoszeplak,53772,1449345;1449346,kpe,90,99.5300,
1355,fertoszeplak,53773,1439379;1446419;1447156;1447161;1447329;1447335;1447405;1447416;1447417;1447422;1447435;1447440;1447447;1447938;1447939;1447944;1447945;1447951;1447957;1447958;1447963;1447964;1447970;1447971;1448014;1448020;1448021;1448862;1448863;1449080;1449081;2857805;2857806;2857939;2857940,ac,100,356.1100,2
1356,fertoszeplak,53774,1437303;2858173;2858174;60742071;60742072,kpe,110,94.9800,
1357,fertoszeplak,53775,1447458;1447468;1447473;1447478;1447931;1447932;1449238;2857812;2857813;2857824;2857825,ac,100,189.1500,1
1358,fertoszeplak,53776,1439518;1448408;1448409;1448742;1448772;1448790;1448796;1448797;1448803;1448804;1448809;1448810;1448816;1448821;1448828;1448833;1448834;1448839;1448840;1448845;1448846;1448852;1448853;1448885;1448886;2857832;2857833;2858160;2858161,ac,80,264.4300,1
1359,fertoszeplak,53778,1448585;1448586;1448591;1448592;1448598;1448604;1448609;1448610;1448616;1448623;1448629;1448634;1448635;1448664;1448979;1449349;1449350;1449355;1449356;2857855;2857856,ac,125,318.2500,
1360,fertoszeplak,53779,2857798;2857799,ac,100,15.4900,
1361,fertoszeplak,53780,1448902;1448926;1448927;1448933;1448934;1448939;1448940,ac,80,57.3000,
1362,fertoszeplak,53781,1447024;1447029;1447035;1447041;1447042;2858204;2858205,ac,80,136.8000,
1363,fertoszeplak,53782,1447482;1447557;1448066;1448067;1448072;1448073;1448078;1448079;1448084;1448090;1448091;1448096;1448102;1448103;1448108;1448109;1448114;1448115;1448335;1448336;1448991;1448992;51151265,ac,80,214.3300,
1364,fertoszeplak,53783,1447702;1448462;1448468;1448474;1449275;1449276;2858008;2858009,ac,100,110.7900,1
1365,fertoszeplak,53787,1438881;1438885;1438886;1449438;1449439;1449444;1449445,ac,150,129.1400,
1366,fertoszeplak,53788,1438694;1438695;1438700;1438705;1438706;1438712;1438718;1446331;6269653;6269654,ac,150,129.1000,
1367,fertoszeplak,53789,1439418;1439423;1439428;1446370;1446371;1446959;1446978;1446983;1447004;1447005;1447083;1447084;1447090;1447096;1447101;1447102;1447108;1447358;1447359;1447365;1447370;1447371;1447377;1447382;1447383;1447389;1448879;1448880;1448968;1448985;1448986;1448997;1448998;1449003;1449004;1449033;1449034;2858000;2858001;60742042;60742043,ac,80,476.2400,2
1368,fertoszeplak,53796,1449368;1449373;1449379;1449386;1449392;1449398;1449404;1449409;1449415;1449416;1449421;1449422;1449428;2857986;2857987;65576324;65576325,kpe,110,240.8500,
1369,fertoszeplak,53800,1439402;2857786;2857840;2857841;18110645;18110646,ac,150,110.6200,
1370,fertoszeplak,53803,422479,ac,100,8.0600,
1371,fertoszeplak,53810,1438093;1448061;1448317;1448323;1448329;1448414;1448873;1448874;1449063;1449064;1449260;2857992;2857993;77087694;77087695,ac,100,184.1800,
1372,fertoszeplak,53812,1437314;1437400;1438103;1439369;1439370;1447639;1447645;1447656;1447662;1447668;1447680;1448031;1448032;1448038;1448039;1448044;1448050;1448051;2858102;2858103;6269665;6269666,ac,150,196.6000,1
1373,fertoszeplak,53966,1447491;1447497;1447502;1447507;1447512;1447517;1447629;1447633;1447634;1449075;1449076,ac,150,192.8300,
1374,fertoszeplak,53967,1448858;2857755;2857756,kpe,63,52.8500,
1375,fertoszeplak,56512,1449165;1449190;1449196;1449201;1449202;1449207;1449208;1449213;1449214;1449219;1449220;1449225;1449226;1449231;1449232;1449281;1449282;1449287;1449288;1449293;1449294;1449299;1449305;1449306,kpe,110,178.5100,
1376,fertoszeplak,56529,1449087;1449091;1449096;1449101;1449106;1449111;1449116;1449125;1449126;1449132;1449137;2857790;2857791,kpe,110,153.4800,
1377,fertoszeplak,56537,1446381;1448697;1448702;1448708;1448714;1448720;1448726;1448955;1448956,ac,100,158.5700,
1378,fertoszeplak,56551,1448576;1448668;1448679;1449027;1449028;6269629;6269630,ac,150,145.9600,
1379,fertoszeplak,56552,1437384;1437394;1437959;1437960;1446341;1446342;1449016;1449317;1449318;2858074;2858075,kpe,110,374.1800,
1380,fertoszeplak,61527,1438020;1438021;1438026;1438027;1438032;1438033;1438038;1438045;1438046;1438052;1438053;1438058;1438059;1438065;1438066;1438072;1438076;1438077;1438081;1438082;2857699;2857700,kpe,110,208.6200,
1381,fertoszeplak,61884,422003,kpe,90,0.3200,
1382,fertoszeplak,64533,422079,kpe,110,32.4200,
1383,fertoszeplak,66431,2857847;2857848;69602727;69602728,ac,150,111.8600,1
1384,fertoszeplak,66432,2857886;2857887,kpe,110,12.6300,
1385,fertoszeplak,66433,1447048;1447071;1447077;1447078;1449248;1449249,ac,50,114.3400,
1386,fertoszeplak,66434,1447147;1447151;1447152;9607045;9607046,ac,80,46.6500,
1387,fertoszeplak,66435,1448449;1448453;1448458;1448564;1448569;1449021;1449022,ac,150,95.2700,1
